row_hash,empresa,titulo,local,estado,data_abertura,data_fechamento,dias_passados,status,vfn,nota
mwGVZobMIjcVr1wRWv9TcQ==,Zurich Brasil Seguros,Retorno da empresa,Salvador - BA,BA,2022-05-24,2022-05-30,6,Não resolvido,Não,0
9N2Up362uT3kLq3tVthxAw==,Zurich Brasil Seguros,"QUERO PAGAR MEU SEGURO À VISTA, DE ACORDO COM A PROPOSTA ENVIADA, E ESTÃO ME IMPEDINDO, FORÇANDO O PAGAMENTO PARCELADO COM JUROS.",Varginha - MG,MG,2022-06-23,2022-06-29,6,Não resolvido,Não,0
F6NuWVabifFLjcvaFpuwRg==,Tokio Marine Seguradora,Seguro residencial Tokio Marine- Melhor não ter,Santo André - SP,SP,2022-03-30,2022-04-05,6,Não resolvido,Não,0
/9xeFL27EZSUdz6SxX71BA==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Serviço de assistência 24h não foi prestado pela seguradora.,Paulista - PE,PE,2022-04-14,2022-04-20,6,Não resolvido,Não,9
HULsn/JQymBxuRtnEg/8HA==,Bradesco Seguros,Lucros cessantes valor oferecido é inaceitável,São Paulo - SP,SP,2022-07-05,2022-07-11,6,Não resolvido,Não,0
iYjJHhRVzWuXSYo4UTfRnQ==,Bradesco Seguros,instabilidade no sistema de extratos,Novo Gama - GO,GO,2022-05-26,2022-06-01,6,Não resolvido,Não,2
5GLLS8tpNA5hYdFUQM34Bg==,Bradesco Seguros,ESPERANDO O GUINCHO ATÉ 2023,São Paulo - SP,SP,2022-05-04,2022-05-10,6,Não resolvido,Não,1
iujQ4Hi7ZjIh+KcjSKb9pg==,Bradesco Seguros,Problemas com o pagamento lucro cessante,Embu - SP,SP,2022-07-02,2022-07-07,5,Não resolvido,Não,0
hYwqtqRymP5L7FND+mHhpA==,Bradesco Seguros,Ordem de Pagamento inexistente,Rio de Janeiro - RJ,RJ,2022-05-12,2022-05-17,5,Não resolvido,Não,0
GGzzcBDL0U06eFt+jclC4w==,Bradesco Seguros,Impossível refazer a senha,São Paulo - SP,SP,2022-04-13,2022-04-18,5,Não resolvido,Não,0
n9jMmxm4EpPn4JSf+pGOYw==,Bradesco Seguros,Atraso na Entrega remédio Químioterapico,Guarulhos - SP,SP,2022-04-17,2022-04-22,5,Resolvido,Sim,10
OX1H3PEe2wWoy7nLEra3aA==,Bradesco Seguros,"""Bradesco Vida e Previdencia""",São Paulo - SP,SP,2022-04-20,2022-04-25,5,Resolvido,Sim,10
QZgttB9HPMom2VxDAUbfTQ==,Bradesco Seguros,Pagamentos autorizados em atraso,São Paulo - SP,SP,2022-04-25,2022-04-30,5,Resolvido,Sim,9
2d6LhQ7w/E02icGFdsElqg==,Bradesco Seguros,Cancelamento de seguro prestamista,Floriano - PI,PI,2022-04-25,2022-04-30,5,Resolvido,Sim,10
s64p49GLIuolJOujoQh5Yg==,HDI Seguros,Incompetência e Descaso,Campo Grande - MS,MS,2022-06-08,2022-06-13,5,Resolvido,Sim,9
SaJoSre+fInYZeUTigUFjQ==,HDI Seguros,Email não abre para a empresa HDI,São Paulo - SP,SP,2022-05-25,2022-05-30,5,Resolvido,Sim,10
8F+MQ9ruTPgbPMvNnw5RWQ==,Azul Seguros,serviço de péssima qualidade,Osasco - SP,SP,2022-06-01,2022-06-06,5,Resolvido,Sim,5
WqkW6tcWaO8iOK0FmjvUvg==,Azul Seguros,"Processo parado, todo dia aumenta o prazo em dois dias úteis",Brasília - DF,DF,2022-05-18,2022-05-23,5,Resolvido,Sim,8
CNUjy5uXGTzGZsiiV4JjiQ==,Azul Seguros,Informação sobre retirada de rastreador,São Paulo - SP,SP,2022-04-22,2022-04-27,5,Resolvido,Sim,10
kc5r1MUEv9+p8YbamCenIw==,Azul Seguros,COBRANÇA INDEVIDA,Natal - RN,RN,2022-04-23,2022-04-28,5,Resolvido,Sim,10
7tL0sq4qDCMAUAG/VWl7kw==,Azul Seguros,cobrança indevida,Jaú - SP,SP,2022-04-23,2022-04-28,5,Resolvido,Sim,10
bjBRTRa1t5y7RSi0sQqVJw==,Azul Seguros,"Azul seguro, demora para arrumar meu carro, estou passando dificuldades financeira em casa.",São José do Rio Preto - SP,SP,2022-06-08,2022-06-13,5,Resolvido,Sim,10
a7Uj6OYS/j3HObc8qDUUpQ==,Azul Seguros,Sinistro de Veiculo - Avaliação Errada - Não Liberaram o Carro Reserva,Belo Horizonte - MG,MG,2022-06-11,2022-06-16,5,Resolvido,Sim,10
t+bnrzHjBWrNAcoVBKvQyQ==,Porto Seguro,Falta de solução de Reacall indevido,São Paulo - SP,SP,2022-06-01,2022-06-06,5,Resolvido,Sim,7
o7ateRPXGL21WyNuUJ4t7g==,Porto Seguro,Aparelho não chegou.,Rio de Janeiro - RJ,RJ,2022-05-25,2022-05-30,5,Resolvido,Sim,7
w6+wI2U1mqwPG7kw3vWDAA==,Porto Seguro,"Carro reserva, Porto Seguro",Santo André - SP,SP,2022-04-27,2022-05-02,5,Resolvido,Sim,8
IgmYlOZ8OxxpCE9wW6VOuw==,Porto Seguro,Falta de suporte,Guarulhos - SP,SP,2022-04-28,2022-05-03,5,Resolvido,Sim,8
OOsamFMJ1eDGV8LTpcB+Ew==,Porto Seguro,Fiz dois chamados e não fui atendido,Recife - PE,PE,2022-05-21,2022-05-26,5,Resolvido,Sim,8
diYcbaQj4YX5DlVl8NwsaA==,Porto Seguro,Cobrança indevida,Rio Branco do Sul - PR,PR,2022-06-01,2022-06-06,5,Resolvido,Sim,9
FvhMiLcCEbB4RwwrxqE2dw==,Porto Seguro,Prazo de indenização,São Paulo - SP,SP,2022-05-27,2022-06-01,5,Resolvido,Sim,10
hQ/bRQAdlp3gy7geS+7f8w==,Porto Seguro,AO CONCLUIR NAO FINALIZA,Porto Alegre - RS,RS,2022-04-27,2022-05-02,5,Resolvido,Sim,10
JwYPoE6TYFhXkTlRP5jX3g==,Porto Seguro,Seguradora não quer informar código de identificação do Bônus,São Caetano do Sul - SP,SP,2022-04-08,2022-04-13,5,Resolvido,Sim,10
YaJp2JzOop+C0pWMqotsMw==,Porto Seguro,PROBLEMA NO PAGAMENTO,Pirassununga - SP,SP,2022-05-18,2022-05-23,5,Resolvido,Sim,10
U5ei5K5XE3JwRyEbhFM/wg==,Youse Seguros,Muita demora - 4 meses de enrolação,Joinville - SC,SC,2022-06-24,2022-06-29,5,Resolvido,Sim,7
yxSAbNRpkUPjONRrxitK/g==,AIG Seguros Brasil,Nao devolvem o rembolso de Bilhete Seguro em viagem,Rio de Janeiro - RJ,RJ,2022-03-31,2022-04-05,5,Resolvido,Sim,7
6mHMGGkarM4j2Mf82Esx6w==,AIG Seguros Brasil,Seguro não pago,Uberlândia - MG,MG,2022-04-09,2022-04-14,5,Resolvido,Sim,8
JhNxGILg8jg/xMSxBFQN0w==,AIG Seguros Brasil,Novo processo da emissão de bilhete pra garantia estendida é confuso,São Paulo - SP,SP,2022-06-23,2022-06-28,5,Resolvido,Sim,10
oHwBnE88woia/UWcWJ9L5Q==,Zurich Brasil Seguros,Seguro Celular,Rio de Janeiro - RJ,RJ,2022-05-06,2022-05-11,5,Resolvido,Sim,6
tvPWxqWLHe3aTgUbEjxJcQ==,Zurich Brasil Seguros,Péssimo atendimento assistência 24 horas,Formosa - GO,GO,2022-05-22,2022-05-27,5,Resolvido,Sim,8
OZPRDEnKGtZk6hhVbGXehg==,Zurich Brasil Seguros,Seguradora,São Paulo - SP,SP,2022-05-29,2022-06-03,5,Resolvido,Sim,9
fhGWuyUmyF+uAGhNKRSehQ==,Zurich Brasil Seguros,Eu comprei um Samsung Galaxy A01,Guarulhos - SP,SP,2022-04-04,2022-04-09,5,Resolvido,Sim,10
or8p7QKXSzpCa5sBbe+WYQ==,Zurich Brasil Seguros,Serviço Reboque/táxi Zurich,São Paulo - SP,SP,2022-05-28,2022-06-02,5,Resolvido,Sim,10
AeiEm2j66va2LVqVsJk37w==,Zurich Brasil Seguros,Seguro de Viagens - Não contratem,Belo Horizonte - MG,MG,2022-06-02,2022-06-07,5,Resolvido,Sim,10
2wG/lMbEijb86azcPjywhA==,Tokio Marine Seguradora,CIA se recusa à substituir peça pro original sem condições físicas de serem recuperadas,São Paulo - SP,SP,2022-03-31,2022-04-05,5,Resolvido,Sim,10
cO2VrzHx0S5JKL4nH4NETw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Honda/Allianz Seguros recebeu pagamento errado e não quer devolver,Paulista - PE,PE,2022-05-09,2022-05-14,5,Resolvido,Sim,8
V+zf5hTVwhY55aPnyelVzQ==,Bradesco Seguros,Falta de pagamento lucros cessantes,Porto Alegre - RS,RS,2022-06-17,2022-06-22,5,Resolvido,Sim,3
lZhcMXp2lnS3GCmux2egiw==,Bradesco Seguros,Necessito urgentemente de autorização para cirurgia,Porto Alegre - RS,RS,2022-07-06,2022-07-11,5,Resolvido,Sim,6
D4UdMIMLQyc1mUAvN4rjeQ==,Bradesco Seguros,Reembolso de despesas médicas no exterior,São Paulo - SP,SP,2022-06-22,2022-06-27,5,Resolvido,Sim,7
I19PAoZMKc/qN4r6C1czUA==,Bradesco Seguros,"Uma história construída utilizando o Bradesco, mas quando precisa..",São Paulo - SP,SP,2022-05-27,2022-06-01,5,Resolvido,Sim,7
VQdc5Brtov2KhClzKI4kkw==,Bradesco Seguros,LIBERAÇÂO DE CIRURGIA GASTROPLASTIA!,Brasília - DF,DF,2022-06-09,2022-06-14,5,Resolvido,Sim,8
l97kh6Sq97Ee7bhD7mpYzA==,Bradesco Seguros,Autorização medicacao,Paulista - PE,PE,2022-05-25,2022-05-30,5,Resolvido,Sim,8
ejYcX9G8i4Am6445en125w==,Bradesco Seguros,Cancelamento de autorização,Sorocaba - SP,SP,2022-05-28,2022-06-02,5,Resolvido,Sim,8
zrHqVxi+ul4KHDcxlcLbiQ==,Bradesco Seguros,Reembolso Seguro Residencial,Maringá - PR,PR,2022-06-16,2022-06-21,5,Resolvido,Sim,9
1A3JBSnl8ymd5AkKfKXFhg==,Bradesco Seguros,Negativa de tratamento já aprovado e iniciado,Porto Alegre - RS,RS,2022-06-25,2022-06-30,5,Resolvido,Sim,9
2d6LhQ7w/E02icGFdsElqg==,Bradesco Seguros,Cancelamento de seguro prestamista,Jaguaribara - CE,CE,2022-06-26,2022-07-01,5,Resolvido,Sim,9
Z5FqJhIGrubJu+9ZjFnlxw==,Bradesco Seguros,Resgate de título de capitalização,São Bernardo do Campo - SP,SP,2022-05-26,2022-05-31,5,Resolvido,Sim,9
AxGf+A/bE9bIKVca10aC/w==,Bradesco Seguros,Reembolso de Prestação de serviços,Palmital - SP,SP,2022-06-15,2022-06-20,5,Resolvido,Sim,10
jRT8BUOzCsEAGBjHJT91Pw==,Bradesco Seguros,Reembolso Incorreto,São Paulo - SP,SP,2022-06-26,2022-07-01,5,Resolvido,Sim,10
9Z/u2GyP6rFtQLKGI7HRQg==,Bradesco Seguros,NÃO cumpre prazo para reembolso,Salvador - BA,BA,2022-07-02,2022-07-07,5,Resolvido,Sim,10
CnXUMgaoFXYySRslGMGXjw==,Bradesco Seguros,Cobrança indevida,São Paulo - SP,SP,2022-07-04,2022-07-09,5,Resolvido,Sim,10
hTgIdyso2J0GJ/0loN6JNw==,Bradesco Seguros,Demora para autorização de cirurgia,São Paulo - SP,SP,2022-06-02,2022-06-07,5,Resolvido,Sim,10
kpWNsTYpIcmW3Ms00N9Glw==,Bradesco Seguros,Bradesco Seguro Auto: abertura de sinistro está perdida na empresa,Rio de Janeiro - RJ,RJ,2022-05-15,2022-05-20,5,Resolvido,Sim,5
xEheCR19CrwZwudXZpwwtg==,Bradesco Seguros,Adição de seguro a conta salário,Bragança Paulista - SP,SP,2022-04-29,2022-05-04,5,Resolvido,Sim,7
x5IJcp1mwwr8Y+9bakXCcg==,Bradesco Seguros,Isso é uma coisa séria. Somos seres humanos e bixo,Cardoso Moreira - RJ,RJ,2022-05-18,2022-05-23,5,Resolvido,Sim,8
i5gX5KreJZK/sZPSUlSGXA==,Bradesco Seguros,Cobrança imposta de Seguro,Monte Carmelo - MG,MG,2022-04-29,2022-05-04,5,Resolvido,Sim,9
s31bnqhgccASVnAICD4/KQ==,Bradesco Seguros,Seguro prestamista. Cancelamento,Dourados - MS,MS,2022-05-11,2022-05-16,5,Resolvido,Sim,9
N1BDp+62ll3mWDPim148YA==,Bradesco Seguros,Demora em Análise de Pedido de Cirurgia,Osasco - SP,SP,2022-05-12,2022-05-17,5,Resolvido,Sim,9
f6IM9tgCAd0dibXHwJJp6A==,Bradesco Seguros,Preciso do meu remédio quimioterapico,Ribeirão Pires - SP,SP,2022-07-08,2022-07-13,5,Resolvido,Sim,9
Uq2Ti+h45CxVpyZLAYKsgQ==,Bradesco Seguros,NEGAÇÃO INVERÍDICA PARA CIRURGIA BARIÁTRICA,Brasília - DF,DF,2022-05-05,2022-05-10,5,Resolvido,Sim,10
RAwUnUQm90vYIqJcKjc1HQ==,Bradesco Seguros,Solicitação urgente de Estorno de seguro,Floriano - PI,PI,2022-05-06,2022-05-11,5,Resolvido,Sim,10
N7ub0oRokR//psXN8zWAaA==,Bradesco Seguros,BRADESCO NAO AUTORIZA ULTRASSOM MORFOLOGIA 1 TRI DE GESTAÇÃO,São Bernardo do Campo - SP,SP,2022-05-06,2022-05-11,5,Resolvido,Sim,10
mPaCWpd7ENVL8D8yMhFlvQ==,Bradesco Seguros,Reanálise de reembolso,Pinhais - PR,PR,2022-05-09,2022-05-14,5,Resolvido,Sim,10
WanvuFBglZpwJ2/HEkewkQ==,Bradesco Seguros,Seguro prestamista,Cosmópolis - SP,SP,2022-05-18,2022-05-23,5,Resolvido,Sim,10
v9lA/cROthlXzNUCNFItrw==,Bradesco Seguros,DERMOLIPECTOMIA,Formosa - GO,GO,2022-05-20,2022-05-25,5,Resolvido,Sim,10
56DfpIZvXn1T3FzGHG6FMA==,HDI Seguros,Atrasos com as datas para os reparos/Descaso/ Carro Reserva,Ouro Preto - MG,MG,2022-04-15,2022-04-20,5,Resolvido,Não,5
GFT/7DdwJIzC80oqwd1I8Q==,Azul Seguros,Cancelamento do Seguro,Caieiras - SP,SP,2022-03-30,2022-04-04,5,Resolvido,Não,0
T3eKHE/PlOTzpfVprgJ7iw==,Azul Seguros,Abandonaram meu carro na concessionária e me deixaram a pé,São João de Meriti - RJ,RJ,2022-04-06,2022-04-11,5,Resolvido,Não,5
RO6ml3I/r+HvxXO859aHUg==,Porto Seguro,enrolação para pagar sinistro,Valinhos - SP,SP,2022-05-06,2022-05-11,5,Resolvido,Não,0
8c/ZA0Y9D2rE+jbOhgdAiA==,Youse Seguros,Péssima experiência ! 4H para chegar um reboque.,Contagem - MG,MG,2022-05-01,2022-05-06,5,Resolvido,Não,3
kU+4uv+FIlGIR+evW4JCrg==,Youse Seguros,Cobrança indevida,Campinas - SP,SP,2022-06-03,2022-06-08,5,Resolvido,Não,3
EmX8cyUFth+zRZ6tZKN4Pw==,MAPFRE Seguros,Desrespeito com o cliente,Chapadinha - MA,MA,2022-04-01,2022-04-06,5,Resolvido,Não,3
mJZ2G27SprXuJhiF7fxIEg==,MAPFRE Seguros,Impossível resgatar fundos na mafre investimentos,São Paulo - SP,SP,2022-04-01,2022-04-06,5,Resolvido,Não,6
6q2fdL9A4OtYwSbzz4vrCQ==,MAPFRE Seguros,Completamente lezado pela empresa,Recife - PE,PE,2022-03-31,2022-04-05,5,Resolvido,Não,10
SrgPD45Fa8vg574LDOgYIA==,AIG Seguros Brasil,"Solicito o deposito em minha conta do valor referente ao seguro ""Proteção de Preço Visa""",Itu - SP,SP,2022-05-25,2022-05-30,5,Resolvido,Não,2
3RSybravRH6gbvSWgV8wQQ==,Zurich Brasil Seguros,Até hoje a documentação está pendente?,Goiânia - GO,GO,2022-05-29,2022-06-03,5,Resolvido,Não,8
Y/o4OzQraI8BqztrVPvJnQ==,Zurich Brasil Seguros,Seguro contratado e negativa de conserto,Navegantes - SC,SC,2022-05-27,2022-06-01,5,Resolvido,Não,6
yu3E082olt1UiOCCKxHxOw==,Tokio Marine Seguradora,Reclamação Processo Sinistro 3495620,Rio de Janeiro - RJ,RJ,2022-06-14,2022-06-19,5,Resolvido,Não,0
Prdgz17ot+2kvFwxYNG0Pw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Não quero renovar com Allianz,Campinas - SP,SP,2022-05-12,2022-05-17,5,Resolvido,Não,1
LPg5hftHZJE36CoK8TGpfg==,Bradesco Seguros,"Não faça seguro auto Bradesco, não atende os segurados",Belém - PA,PA,2022-06-19,2022-06-24,5,Resolvido,Não,0
tYK4UCXQB1ISqNh4Ia9v4g==,Bradesco Seguros,Bradesco saúde não está nem aí para os seus clientes,São Paulo - SP,SP,2022-05-25,2022-05-30,5,Resolvido,Não,0
3Vsi7ssgYrmDlLdNgFtGUQ==,Bradesco Seguros,Guincho,Limeira - SP,SP,2022-06-13,2022-06-18,5,Resolvido,Não,3
Nkdgh0xrlhYXXHjYqWsJVQ==,Bradesco Seguros,Cancelamento seguro,São Paulo - SP,SP,2022-05-25,2022-05-30,5,Resolvido,Não,6
lmkBduTOphXqNVCHKnZxbQ==,Bradesco Seguros,Cancelamento não efetivado,São Paulo - SP,SP,2022-06-02,2022-06-07,5,Resolvido,Não,6
GBc/+hIiKAd1Xn3trn7pVg==,Bradesco Seguros,Recebimento de SPAM,São Paulo - SP,SP,2022-06-23,2022-06-28,5,Resolvido,Não,7
tXVSN0PrwNQcrccD+sstPA==,Bradesco Seguros,Seguro auto,Carapicuíba - SP,SP,2022-06-03,2022-06-08,5,Resolvido,Não,7
CjIif+9ZBVdWzqS/Ybmc0Q==,Bradesco Seguros,Renovação Bradesco Seguro Residencial,Valença - RJ,RJ,2022-06-30,2022-07-05,5,Resolvido,Não,10
D73aBeFG5z6s+RMtZhUeLg==,Bradesco Seguros,Bradesco Saúde não cumpre prazo para liberar cirurgia,Salvador - BA,BA,2022-05-23,2022-05-28,5,Resolvido,Não,4
Hphc/f5vpaH4QuumpG9X8g==,Bradesco Seguros,Cancelar seguro e estorno valor cobrado indevidamente,Maracanaú - CE,CE,2022-05-07,2022-05-12,5,Resolvido,Não,6
rp+01+Sr1GQqEsNsfYLa8w==,Porto Seguro,Dificuldade em solicitar apólice,Praia Grande - SP,SP,2022-04-27,2022-05-02,5,Não resolvido,Sim,5
AykGfbXepo/Q5xTrxY5awA==,AIG Seguros Brasil,INDIGNADO! Descaso e mal atendimento no SAC da AIG,Belo Horizonte - MG,MG,2022-04-20,2022-04-25,5,Não resolvido,Sim,0
73F3hI2ngrlTk6r3T36vsQ==,Azul Seguros,Pagamento de lucros cessantes,Valparaíso de Goiás - GO,GO,2022-05-17,2022-05-22,5,Não resolvido,Não,0
KYnS1zQDx6AIDj0BSzt2Fg==,Porto Seguro,Renovação de seguro de carro,Ribeirão Preto - SP,SP,2022-05-05,2022-05-10,5,Não resolvido,Não,0
HnIcNHtgGkAgwmLc+YGWpQ==,Porto Seguro,Sinistro do meu carro,São Paulo - SP,SP,2022-05-25,2022-05-30,5,Não resolvido,Não,1
2KaJD60rpZcll7HFlnEa9g==,Youse Seguros,Mal serviço,São Paulo - SP,SP,2022-06-24,2022-06-29,5,Não resolvido,Não,0
+YSKlQUiQ/AcwU6R8qGHPw==,MAPFRE Seguros,Descaso com o cliente,São Paulo - SP,SP,2022-06-17,2022-06-22,5,Não resolvido,Não,4
5t6KhsodkxRfVH1UqxlQsw==,MAPFRE Seguros,Cancelamento a revelia,Brasília - DF,DF,2022-04-04,2022-04-09,5,Não resolvido,Não,3
u10yNqCPggIGvArrwqiCHg==,AIG Seguros Brasil,Seguro Proteção de Preço não reembolsada,Santo André - SP,SP,2022-06-14,2022-06-19,5,Não resolvido,Não,5
+NoVQ+DkuewVLsT4qNjQaQ==,Tokio Marine Seguradora,Ineficiência de todos os serviços,Cabo Frio - RJ,RJ,2022-04-04,2022-04-09,5,Não resolvido,Não,0
n1V4Xa+d6MJT7PDPIjdXsQ==,Tokio Marine Seguradora,Recusa troca de vidro vigia,Florianópolis - SC,SC,2022-04-07,2022-04-12,5,Não resolvido,Não,0
K3BG4oSw6doUMijdwbBofg==,Tokio Marine Seguradora,Enrolação analise de sinistro,Brasília - DF,DF,2022-05-27,2022-06-01,5,Não resolvido,Não,1
QI3UBRHmrpeXFFuH0Q8w1Q==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Seguro cancelado sem aviso prévio,Ouro Preto - MG,MG,2022-05-06,2022-05-11,5,Não resolvido,Não,0
oBDaapY/AV4Q5ukWIpJVzg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Leilão de carros da seguradora Allianz nunca mais!!!!!,Niterói - RJ,RJ,2022-05-14,2022-05-19,5,Não resolvido,Não,0
IsmfLVLph1UvahVOwIXIZA==,Bradesco Seguros,Cancelamento apólice seguro - sem notificação pendência pagamento,Ponte Nova - MG,MG,2022-06-10,2022-06-15,5,Não resolvido,Não,0
WVjEOFCyLcLWpbD74e5Apw==,Bradesco Seguros,descaso com o cliente,Saubara - BA,BA,2022-07-01,2022-07-06,5,Não resolvido,Não,0
bNYfvOSKVKdE3DAUxhhvPA==,Bradesco Seguros,Na Dutra sem reboque por Sistema Inoperante,São Gonçalo - RJ,RJ,2022-06-05,2022-06-10,5,Não resolvido,Não,2
rpv6BwD56ZCCg9jb6jI8YA==,Bradesco Seguros,Bradesco saúde - hospitais ruins,Brasília - DF,DF,2022-06-03,2022-06-08,5,Não resolvido,Não,4
yYbYmfJXxPcTzbeKy4BAQA==,Bradesco Seguros,Pior escolha em planos de Saúde( Bradesco top) .,Uberlândia - MG,MG,2022-04-12,2022-04-17,5,Não resolvido,Não,0
JzPnX3AgVpBWVPX08iGQsA==,Bradesco Seguros,Não querem pagar o reembolso,São Paulo - SP,SP,2022-05-18,2022-05-23,5,Não resolvido,Não,0
Oa4SyCBFfxK2S4zRGY5qmw==,Bradesco Seguros,DEVOLUÇÃO VALOR PAGO PELO GUINCHO,Sumaré - SP,SP,2022-04-24,2022-04-28,4,Resolvido,Sim,10
7lJ/ilNg5Kz4aeRDziqhiA==,Bradesco Seguros,Cancelamento de Seguro Prestamisto,Floriano - PI,PI,2022-04-26,2022-04-30,4,Resolvido,Sim,10
n5neW9314rjGzNfJWpwN0A==,Bradesco Seguros,Autorização de cirurgia - São Luiz Itaim - Priorização,Santana de Parnaíba - SP,SP,2022-04-28,2022-05-02,4,Resolvido,Sim,10
TCByo2nf92ZyjGtt7yjhiw==,HDI Seguros,CARRO RESERVA,Pouso Redondo - SC,SC,2022-05-20,2022-05-24,4,Resolvido,Sim,7
sJbefDSDI2ho5iCkjMkFlg==,HDI Seguros,Negligência e[Editado pelo Reclame Aqui],São Pedro de Alcântara - SC,SC,2022-04-29,2022-05-03,4,Resolvido,Sim,8
bf0tb2bsy2fot6YM9cclEA==,HDI Seguros,Veículo sinistrado sem retorno de autorização da HDI Seguros,Belém - PA,PA,2022-05-20,2022-05-24,4,Resolvido,Sim,10
t9w1Nq2Lr6qiTfPVD9GrgQ==,Azul Seguros,Demora para resolução do Sinistro,Mogi-Guaçu - SP,SP,2022-04-04,2022-04-08,4,Resolvido,Sim,2
Yr+JpfB97LehcrM5nWgHKA==,Azul Seguros,Sem retorno da alteração da oficina para conserto,São Roque - SP,SP,2022-04-26,2022-04-30,4,Resolvido,Sim,7
/EUMKAiV9rU8JZVhvcsWhQ==,Azul Seguros,Não consigo solicitar carro reserva.,São Paulo - SP,SP,2022-06-27,2022-07-01,4,Resolvido,Sim,7
IY2YrcK70vLHjZNm6ixc1g==,Azul Seguros,Azul trava renovação por retorno do cartão Porto Seguro,Goiânia - GO,GO,2022-05-05,2022-05-09,4,Resolvido,Sim,8
sdZ1HUQOYlNMXNN4EmAqjg==,Azul Seguros,Não consigo contratar pelo site,Rio de Janeiro - RJ,RJ,2022-05-02,2022-05-06,4,Resolvido,Sim,10
AaoCXN2fP56juLh4123b3A==,Azul Seguros,Falta de assistência para troca de para-brisa com defeito,Araraquara - SP,SP,2022-05-06,2022-05-10,4,Resolvido,Sim,10
HRc6eJ/QWwcwdLA+ERIPhw==,Azul Seguros,Sinistro demora na indenização,Rio de Janeiro - RJ,RJ,2022-05-07,2022-05-11,4,Resolvido,Sim,10
ewDfZw2uX7NRLMocbpFW3Q==,Azul Seguros,"NOME NA APÓLISE ""INCORRETO""",São Paulo - SP,SP,2022-06-02,2022-06-06,4,Resolvido,Sim,10
2+z5QU5NwbURPyqw6kgthA==,Porto Seguro,Não consigo acessar o aplicativo nem o site e ninguém consegue me ajudar,São Paulo - SP,SP,2022-06-17,2022-06-21,4,Resolvido,Sim,4
cLcbjs2glkbArnW2vOekNg==,Porto Seguro,Furto e descaso com o cliente,Rio de Janeiro - RJ,RJ,2022-05-05,2022-05-09,4,Resolvido,Sim,5
X+O7R0EdDDKjAi1r9giQ6A==,Porto Seguro,Sinal de Negociação de compra de veículo não devolvido,São Paulo - SP,SP,2022-05-25,2022-05-29,4,Resolvido,Sim,7
5DqLv5E0y3qUpK3llpguVw==,Porto Seguro,Veículo esperando análise,Rio de Janeiro - RJ,RJ,2022-05-02,2022-05-06,4,Resolvido,Sim,9
HCB4lJBgfId9eOBCWB2qwA==,Porto Seguro,Aplicativo não abre,São Paulo - SP,SP,2022-03-29,2022-04-02,4,Resolvido,Sim,10
GwsdmnFyToVfeI1nsRNw5Q==,Porto Seguro,IMPOSSÍVEL CONTATO COM ATENDENTE DA PORTO SEGURO,Rio de Janeiro - RJ,RJ,2022-04-01,2022-04-05,4,Resolvido,Sim,10
KHjn+xsvk1AROSSk++4dHQ==,Porto Seguro,Valor abaixo da tabela Fipe para indenizaçao do carro,Joinville - SC,SC,2022-05-01,2022-05-05,4,Resolvido,Sim,10
GDCd8sReHJchHBE5BEK/Mw==,Porto Seguro,Porto seguro nota não paga,São Paulo - SP,SP,2022-05-13,2022-05-17,4,Resolvido,Sim,10
1MKtJ1WSZjomF6RuFX442A==,Porto Seguro,Seguro celular,Porto Alegre - RS,RS,2022-06-13,2022-06-17,4,Resolvido,Sim,10
SI9QKTPibnS7sqUyXMEv4Q==,Porto Seguro,Cadastro,São Paulo - SP,SP,2022-05-24,2022-05-28,4,Resolvido,Sim,10
LSTI+JQ4oJKiM3HEDDGFRQ==,Youse Seguros,empresa r-o-u-b-a seus ex-clientes descaradamente,Maricá - RJ,RJ,2022-06-11,2022-06-15,4,Resolvido,Sim,5
qnNc9Ps4xLdC9F3MivDcRw==,Youse Seguros,"Atendentes ignoram o cliente, e não dão classe bônus",São José - SC,SC,2022-06-27,2022-07-01,4,Resolvido,Sim,6
YbwzXoFswEpuDV4x83Cfhg==,Youse Seguros,Vendi o carro e seguradora não atende pra parar de cobrar,Brasília - DF,DF,2022-05-05,2022-05-09,4,Resolvido,Sim,10
R9lT05ExMF/LS6maVAtNKg==,Youse Seguros,TROCA DE E-MAIL,São Paulo - SP,SP,2022-06-27,2022-07-01,4,Resolvido,Sim,10
Qj5onOMgWOCgrTTkZg95Iw==,Youse Seguros,Classe De bônus,Ponta Grossa - PR,PR,2022-06-15,2022-06-19,4,Resolvido,Sim,10
kU+4uv+FIlGIR+evW4JCrg==,Youse Seguros,Cobrança indevida,São Paulo - SP,SP,2022-06-17,2022-06-21,4,Resolvido,Sim,10
Zc5EtokDyC12HVLFg9UoiQ==,MAPFRE Seguros,DEMORA NO SERVIÇO DE SINISTRO,Recife - PE,PE,2022-04-10,2022-04-14,4,Resolvido,Sim,9
sSmkLFsnRp4jQypYpKfexQ==,MAPFRE Seguros,"SEGUROS LASA, MAPFRE e Americanas",Caxias - MA,MA,2022-04-21,2022-04-25,4,Resolvido,Sim,10
