row_hash,empresa,titulo,local,data_abertura,data_fechamento,tempo_reclamacao,status,vfn,nota,sentimento
2312694870163058829,Azul Seguros,Colisão em terceiro,Itapecerica da Serra - SP,2022-05-23,2022-06-24,32,Resolvido,Sim,8,positivo
3972773683199580053,Azul Seguros,VISTORIA DE COLISAO,Niterói - RJ,2022-06-21,2022-06-24,3,Resolvido,Sim,8,positivo
-6932387447892939746,MAPFRE Seguros,Cobrança indevida,Uberaba - MG,2022-04-11,2022-06-13,63,Resolvido,Sim,8,positivo
-5901995775773860403,Tokio Marine Seguradora,Vistoria,Rio de Janeiro - RJ,2022-04-30,2022-05-18,18,Resolvido,Sim,8,positivo
-5774659290616265041,Bradesco Seguros,Reboque não veio,Recife - PE,2022-06-20,2022-06-23,3,Resolvido,Não,8,positivo
-7715371545096035876,Bradesco Seguros,Reembolso seguro,Brasília - DF,2022-05-26,2022-06-28,33,Resolvido,Sim,8,positivo
-3121672470868429299,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Sem Carro Reserva.,São Paulo - SP,2022-06-04,2022-06-16,12,Resolvido,Sim,8,positivo
-7630552707910316757,Youse Seguros,Propaganda enganosa,São Paulo - SP,2022-06-07,2022-06-26,19,Resolvido,Sim,8,positivo
-7630552707910316757,Youse Seguros,Propaganda enganosa,São Paulo - SP,2022-06-16,2022-06-28,12,Resolvido,Sim,8,positivo
5653335132470730049,Zurich Brasil Seguros,GARANTIA ESTENDIDA,Vitória - ES,2022-05-31,2022-06-07,7,Resolvido,Sim,8,positivo
-6600666731038060691,AIG Seguros Brasil,Seguro não pago,Uberlândia - MG,2022-04-09,2022-04-14,5,Resolvido,Sim,8,positivo
4359221822574475522,Bradesco Seguros,Resgate de titulo,Fortaleza - CE,2022-05-18,2022-05-27,9,Resolvido,Sim,8,positivo
-1388265772895997242,HDI Seguros,SERVIÇO NÃO AUTORIZADO,Belo Horizonte - MG,2022-05-09,2022-05-29,20,Resolvido,Não,8,positivo
-1804680747316862265,MAPFRE Seguros,Péssimo atendimento!,Campinas - SP,2022-04-05,2022-04-14,9,Resolvido,Sim,8,positivo
8930420531124554424,Porto Seguro,Exigências infundadas,Rio de Janeiro - RJ,2022-03-29,2022-04-06,8,Resolvido,Sim,8,positivo
-5878800272253761508,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Falta de reembolso,São Paulo - SP,2022-06-03,2022-06-14,11,Resolvido,Sim,8,positivo
5602017960768646742,Bradesco Seguros,Atendimento Médico,Campos dos Goytacazes - RJ,2022-04-25,2022-05-02,7,Resolvido,Sim,8,positivo
5144208058823969399,Bradesco Seguros,Reembolso do Parto,Rio de Janeiro - RJ,2022-04-20,2022-06-15,56,Resolvido,Sim,8,positivo
2273573307911897397,Bradesco Seguros,Seguro prestamista,Paracatu - MG,2022-06-24,2022-06-25,1,Resolvido,Sim,8,positivo
2273573307911897397,Bradesco Seguros,Seguro prestamista,Santo Antônio do Jardim - SP,2022-05-10,2022-06-09,30,Resolvido,Sim,8,positivo
2273573307911897397,Bradesco Seguros,Seguro prestamista,Recife - PE,2022-05-12,2022-05-21,9,Resolvido,Sim,8,positivo
7828431752702482042,Porto Seguro,Surpresa com o absurdo .,São Paulo - SP,2022-04-05,2022-04-07,2,Resolvido,Sim,8,positivo
-8904249117708375947,Tokio Marine Seguradora,Atendimento,Rio de Janeiro - RJ,2022-06-13,2022-06-30,17,Resolvido,Sim,8,positivo
5704379724976344342,AIG Seguros Brasil,PROTEÇÃO DE PREÇO,Rio de Janeiro - RJ,2022-06-14,2022-06-17,3,Resolvido,Sim,8,positivo
3104196489369054130,HDI Seguros,Não autorizam o conserto,Belo Horizonte - MG,2022-04-23,2022-05-23,30,Resolvido,Não,8,positivo
2365612607653982369,HDI Seguros,Sem retorno do reembolso,São Paulo - SP,2022-04-14,2022-04-20,6,Resolvido,Sim,8,positivo
-1200580654683078354,MAPFRE Seguros,Pagamento de parcelas,Itanhaém - SP,2022-06-17,2022-06-20,3,Resolvido,Sim,8,positivo
2483108493001636603,Porto Seguro,Envio de SPAM novamente,Belo Horizonte - MG,2022-04-26,2022-06-09,44,Resolvido,Sim,8,positivo
4093727825274058335,Porto Seguro,O Jogo do empura-empura,Itapevi - SP,2022-03-29,2022-04-30,32,Resolvido,Sim,8,positivo
-4159255939525287915,Porto Seguro,Porto Seguro Seguradora,Goiânia - GO,2022-06-01,2022-06-02,1,Resolvido,Sim,8,positivo
2285497346404227656,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Vistoria de sinistro,Santa Luzia do Paruá - MA,2022-06-02,2022-06-16,14,Resolvido,Sim,8,positivo
4444766930851175292,Youse Seguros,NOVA COBRANÇA INDEVIDA!,Cariacica - ES,2022-06-06,2022-06-22,16,Resolvido,Sim,8,positivo
-5246076328986182976,Zurich Brasil Seguros,SEM SOLUÇÃO!.SEM CARRO!,Chapecó - SC,2022-05-30,2022-06-08,9,Resolvido,Sim,8,positivo
-4595162018039510616,Azul Seguros,Não consigo ser atendido.,Uberlândia - MG,2022-04-14,2022-05-30,46,Resolvido,Sim,8,positivo
-5521331022764090815,Bradesco Seguros,Bradesco residencial,Nova Iguaçu - RJ,2022-05-25,2022-06-26,32,Resolvido,Sim,8,positivo
-1166280771697924161,Bradesco Seguros,Ligações indesejadas,Niterói - RJ,2022-06-14,2022-06-28,14,Resolvido,Não,8,positivo
7291303588625105996,HDI Seguros,Desrespeito ao Consumidor,São Paulo - SP,2022-05-03,2022-05-20,17,Resolvido,Sim,8,positivo
-7423479497405287031,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Quero apenas o BOLETO,Maranguape - CE,2022-05-25,2022-06-08,14,Resolvido,Não,8,positivo
1892395731408590914,Tokio Marine Seguradora,Incompetência,São Paulo - SP,2022-06-01,2022-06-13,12,Resolvido,Sim,8,positivo
9109392535366319167,Youse Seguros,Cancelamento de apólice,Rio de Janeiro - RJ,2022-06-11,2022-06-13,2,Resolvido,Sim,8,positivo
-8362888467275414057,Zurich Brasil Seguros,Reembolso não entregue,Tramandaí - RS,2022-06-15,2022-06-24,9,Resolvido,Sim,8,positivo
-1469344252042905804,Azul Seguros,Devolução de cancelamento,São Paulo - SP,2022-05-16,2022-05-19,3,Resolvido,Sim,8,positivo
1259956061635372870,Bradesco Seguros,Autorização medicacao,Paulista - PE,2022-05-25,2022-05-30,5,Resolvido,Sim,8,positivo
925217052523614956,Bradesco Seguros,Cadê o Seguro de Vida?,Santos - SP,2022-05-24,2022-06-14,21,Resolvido,Não,8,positivo
-4967841054651928558,Bradesco Seguros,Liberação de sinistro,Maricá - RJ,2022-04-28,2022-04-29,1,Resolvido,Não,8,positivo
8744485456118358603,MAPFRE Seguros,Assistência residencial,Campinas - SP,2022-04-09,2022-04-25,16,Resolvido,Sim,8,positivo
-7288951936507149122,Porto Seguro,Não consegui ser atendido,São Paulo - SP,2022-03-29,2022-04-04,6,Resolvido,Sim,8,positivo
3343817414845044412,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Mal atendimento no SAC,São Paulo - SP,2022-04-11,2022-04-18,7,Resolvido,Sim,8,positivo
-1878472873182561597,Azul Seguros,Apólice do seguro impressa.,Florianópolis - SC,2022-05-17,2022-06-06,20,Resolvido,Sim,8,positivo
5190058759174534255,Bradesco Seguros,[Editado pelo Reclame Aqui] ! [Editado pelo Reclame Aqui] ! BRADESCO [Editado pelo Reclame Aqui] SEUS CLIENTES !,Rio de Janeiro - RJ,2022-06-02,2022-06-13,11,Resolvido,Sim,8,positivo
-8366949058206927455,Bradesco Seguros,Cancelamento de seguro,Itaquaquecetuba - SP,2022-07-04,2022-07-06,2,Resolvido,Sim,8,positivo
-847698347057979553,Bradesco Seguros,Não atendem o telefone,Osasco - SP,2022-06-01,2022-07-01,30,Resolvido,Não,8,positivo
-2453390664390626933,Bradesco Seguros,Reanálise de Reembolso,Itapecerica da Serra - SP,2022-05-24,2022-07-15,52,Resolvido,Sim,8,positivo
-3602969715356308125,Bradesco Seguros,Resgate de Previdência,Taubaté - SP,2022-04-13,2022-05-19,36,Resolvido,Não,8,positivo
6684469251728811213,HDI Seguros,3h de espera para o reboque.,São José dos Campos - SP,2022-05-18,2022-06-28,41,Resolvido,Sim,8,positivo
-1669118211786587437,Porto Seguro,"Carro reserva, Porto Seguro",Santo André - SP,2022-04-27,2022-05-02,5,Resolvido,Sim,8,positivo
-66143109069234428,Tokio Marine Seguradora,NÃO TEM SUPORTE,Rio de Janeiro - RJ,2022-05-26,2022-06-08,13,Resolvido,Não,8,positivo
6326077065814074198,Bradesco Seguros,Cancelamento de Apólice,Floriano - PI,2022-04-18,2022-04-26,8,Resolvido,Sim,8,positivo
7103461174411119315,Bradesco Seguros,Desconto coparticipação,Brasília - DF,2022-06-01,2022-07-01,30,Resolvido,Sim,8,positivo
-5491956666310298253,Bradesco Seguros,PROBLEMAS COM REEMBOLSO,São Luís - MA,2022-06-01,2022-07-02,31,Resolvido,Sim,8,positivo
3714370056742575507,MAPFRE Seguros,2 via de boleto em atraso,Curitiba - PR,2022-04-18,2022-05-25,37,Resolvido,Sim,8,positivo
2956063388444291542,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Descaso na Troca de pneu,Belo Horizonte - MG,2022-05-18,2022-06-09,22,Resolvido,Sim,8,positivo
-3535514830753895765,Azul Seguros,Liberar veículo para arrumar,São Paulo - SP,2022-04-06,2022-04-12,6,Resolvido,Sim,8,positivo
-6735137398427165417,Porto Seguro,Envio de propagandas por SMS,São Gonçalo - RJ,2022-04-04,2022-05-31,57,Resolvido,Sim,8,positivo
522391594227580451,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Demora no envio do guicho,Taboão da Serra - SP,2022-04-04,2022-05-23,49,Resolvido,Sim,8,positivo
1455702879898059071,Porto Seguro,CONSERTO DE PARTE DAS AVARIAS,Belo Horizonte - MG,2022-05-01,2022-05-03,2,Resolvido,Sim,8,positivo
5999911067727127858,Porto Seguro,Consulta no Serasa sem Motivo,Itajaí - SC,2022-04-07,2022-04-22,15,Resolvido,Sim,8,positivo
6231638777752684911,Porto Seguro,Não tive direito à um guincho,Sumaré - SP,2022-05-16,2022-05-31,15,Resolvido,Sim,8,positivo
-7852559956828680462,Bradesco Seguros,Cirurgia bariátrica negada,Brasília - DF,2022-06-14,2022-06-30,16,Resolvido,Sim,8,positivo
-7652584195703373458,HDI Seguros,Não permitiram o uso do serviço,Florianópolis - SC,2022-06-29,2022-07-01,2,Resolvido,Sim,8,positivo
-4288883926038474334,MAPFRE Seguros,seguradora pessima não facam,Aparecida de Goiânia - GO,2022-04-19,2022-04-27,8,Resolvido,Sim,8,positivo
-7282590542002070501,Tokio Marine Seguradora,Descaso com cliente,São Joaquim de Bicas - MG,2022-03-31,2022-03-31,0,Resolvido,Sim,8,positivo
-5130212430318705211,Bradesco Seguros,Cancelamento de autorização,Sorocaba - SP,2022-05-28,2022-06-02,5,Resolvido,Sim,8,positivo
8487442907683020903,Bradesco Seguros,Demora para aprovar perícia,São Paulo - SP,2022-05-31,2022-06-09,9,Resolvido,Sim,8,positivo
7710222222423151396,Bradesco Seguros,Reembolso negado sem motivo,São Paulo - SP,2022-04-16,2022-04-25,9,Resolvido,Sim,8,positivo
-7333218155378971029,HDI Seguros,Ausência de guincho e transtorno!!,São Paulo - SP,2022-05-11,2022-06-27,47,Resolvido,Sim,8,positivo
-4282120689818489428,Bradesco Seguros,Bradesco Saúde fora do prazo!!!!!,São Paulo - SP,2022-05-24,2022-06-06,13,Resolvido,Sim,8,positivo
5537104472774134911,Bradesco Seguros,Contratação do seguro viagem,São Paulo - SP,2022-06-07,2022-07-05,28,Resolvido,Sim,8,positivo
-3791255612700914441,Bradesco Seguros,Seguro de vida e previdência,São Paulo - SP,2022-06-09,2022-06-18,9,Resolvido,Sim,8,positivo
-4613963631149900404,HDI Seguros,Empresa não autoriza meu conserto,Belo Horizonte - MG,2022-04-26,2022-06-25,60,Resolvido,Não,8,positivo
3243902689423297886,Porto Seguro,Impossivel contato com atendente,Curitiba - PR,2022-06-14,2022-06-24,10,Resolvido,Sim,8,positivo
-8915534001907900829,Youse Seguros,Cobrança Indevida não estornada,Embu das Artes - SP,2022-05-05,2022-05-27,22,Resolvido,Não,8,positivo
-3919762486710057083,Azul Seguros,Rr garagem vargem grande Paulista,Cotia - SP,2022-04-25,2022-05-19,24,Resolvido,Sim,8,positivo
-1055712918963180649,Bradesco Seguros,CIRURGIAS REPARADORAS NEGADAS,São João de Meriti - RJ,2022-04-28,2022-05-04,6,Resolvido,Sim,8,positivo
3293819668468702660,Bradesco Seguros,Dificuldade em agendar exames,Guarulhos - SP,2022-04-18,2022-05-04,16,Resolvido,Sim,8,positivo
-5784000790236089329,HDI Seguros,Assistência 24 horas - Troca de Pneu,Almirante Tamandaré - PR,2022-04-04,2022-04-13,9,Resolvido,Sim,8,positivo
-4576081932347014654,MAPFRE Seguros,GARANTIA ESTENDIDA NÃO CUMPRIDA,Rio de Janeiro - RJ,2022-04-03,2022-05-06,33,Resolvido,Sim,8,positivo
-7231207193685819849,Porto Seguro,"Assinatura tech facil, sem retorno",Rio de Janeiro - RJ,2022-06-13,2022-06-21,8,Resolvido,Sim,8,positivo
-4142042934522646393,Porto Seguro,Seguro de celular iPhone 13 128gb,São Paulo - SP,2022-05-19,2022-06-02,14,Resolvido,Sim,8,positivo
6270372039148140347,Zurich Brasil Seguros,NÃO DEIXAM EU CANCELAR O SEGURO!!!,Santos - SP,2022-04-26,2022-05-10,14,Resolvido,Não,8,positivo
-5503471878288777624,Zurich Brasil Seguros,Problemas em emissão de apólice,São Paulo - SP,2022-05-12,2022-05-26,14,Resolvido,Sim,8,positivo
-1067717556782027089,Azul Seguros,AZUL NÃO QUER RENOVAR MINHA APOLICE,Pindamonhangaba - SP,2022-06-07,2022-06-22,15,Resolvido,Sim,8,positivo
3280420489349033797,Bradesco Seguros,Aplicativo Bradesco Seguro auto,Fortaleza - CE,2022-07-06,2022-07-14,8,Resolvido,Sim,8,positivo
2594376533418985188,Tokio Marine Seguradora,INDENIZAÇÃO não recebida!,Brasília - DF,2022-06-06,2022-06-08,2,Resolvido,Sim,8,positivo
-20783128095113684,HDI Seguros,Morosidade na manutenção do meu carro,Recife - PE,2022-04-07,2022-04-29,22,Resolvido,Não,8,positivo
-8519786604076266286,MAPFRE Seguros,Nao me atendem - Resgate Previdencia,São Paulo - SP,2022-04-05,2022-04-11,6,Resolvido,Sim,8,positivo
5089993722765464284,MAPFRE Seguros,PRODUTO ELETRÔNICO SEM NOTA FISCAL,São José dos Campos - SP,2022-03-29,2022-04-05,7,Resolvido,Não,8,positivo
-5561647942921674334,Porto Seguro,Fiz dois chamados e não fui atendido,Recife - PE,2022-05-21,2022-05-26,5,Resolvido,Sim,8,positivo
2710892817076766595,Porto Seguro,Porto Seguro Faz! Você passar nervoso!,São Paulo - SP,2022-05-03,2022-05-25,22,Resolvido,Não,8,positivo
3800646730225703019,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Nunca vi um guincho demorar tanto,Campinas - SP,2022-04-04,2022-04-20,16,Resolvido,Não,8,positivo
1664406063359637362,AIG Seguros Brasil,Atraso no pagamento de sinistro,São Vicente - SP,2022-06-13,2022-06-16,3,Resolvido,Sim,8,positivo
4179051506795047836,Bradesco Seguros,Contestação Bradesco Seguro Saúde,Rio de Janeiro - RJ,2022-06-10,2022-06-21,11,Resolvido,Sim,8,positivo
8547350135440117970,Bradesco Seguros,Extrato não disponível ha semanas,Barueri - SP,2022-05-30,2022-06-06,7,Resolvido,Sim,8,positivo
5640237425391892060,Porto Seguro,"Espera eterna, atendimento não resolve",São Paulo - SP,2022-05-05,2022-05-21,16,Resolvido,Sim,8,positivo
-2414622930573837810,AIG Seguros Brasil,Demora para resposta de sinistro,São Paulo - SP,2022-05-02,2022-05-27,25,Resolvido,Sim,8,positivo
-8453634657531538832,Bradesco Seguros,cancelar seguro prestamista 900194,Campinas - SP,2022-04-26,2022-04-29,3,Resolvido,Sim,8,positivo
-2959348778143643975,Bradesco Seguros,INFORME ERRADO DE IMPOSTO DE RENDA,Sorocaba - SP,2022-04-26,2022-04-29,3,Resolvido,Sim,8,positivo
7504914079650023728,Youse Seguros,Estorno de cobrança indevida não pago,São Paulo - SP,2022-05-05,2022-05-31,26,Resolvido,Sim,8,positivo
3230344186363054065,AIG Seguros Brasil,NÃO PAGAMENTO DE SEGUROS AIG/VISA,São Paulo - SP,2022-05-02,2022-05-30,28,Resolvido,Sim,8,positivo
3533647181823013411,Bradesco Seguros,LIBERAÇÂO DE CIRURGIA GASTROPLASTIA!,Brasília - DF,2022-06-09,2022-06-14,5,Resolvido,Sim,8,positivo
-2241680985737859171,Bradesco Seguros,Nao ha especialista em endometriose,Barueri - SP,2022-06-29,2022-07-12,13,Resolvido,Sim,8,positivo
5836301458071453959,HDI Seguros,VISTORIA HDI SEGUROS OFICINA AUTO REPAIR,São Paulo - SP,2022-06-13,2022-06-29,16,Resolvido,Sim,8,positivo
-5355185762116293435,Porto Seguro,SR DANIEL SILVEIRA- HOMEM OU SACO BATATA,Maringá - PR,2022-04-01,2022-04-17,16,Resolvido,Sim,8,positivo
-7426395695140009808,Zurich Brasil Seguros,Até hoje a documentação está pendente?,Goiânia - GO,2022-05-29,2022-06-03,5,Resolvido,Não,8,positivo
5077094060364472955,Zurich Brasil Seguros,Desistência ou cancelamento de seguro,São João del Rei - MG,2022-05-16,2022-06-10,25,Resolvido,Sim,8,positivo
7736336805341043977,Zurich Brasil Seguros,Não localizo minha garantia estendida,Rio Branco do Sul - PR,2022-06-07,2022-06-13,6,Resolvido,Sim,8,positivo
7643651532544221067,Bradesco Seguros,Bradesco Vida e Previdência NÃO PEDI,Rio de Janeiro - RJ,2022-06-22,2022-07-05,13,Resolvido,Não,8,positivo
8237881025983288039,HDI Seguros,Demora na liberação de reparos no veículo,Curitiba - PR,2022-06-08,2022-06-20,12,Resolvido,Sim,8,positivo
-8208775884117791997,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Não liberação de serviço pós sinistro,Rio de Janeiro - RJ,2022-03-31,2022-05-08,38,Resolvido,Sim,8,positivo
-2868000407286647328,Bradesco Seguros,Não recebo meu título de capitalização!,Brasília - DF,2022-04-27,2022-05-31,34,Resolvido,Não,8,positivo
-2139531700324380890,HDI Seguros,Problemas com a indenização por perda total,São Paulo - SP,2022-04-02,2022-05-23,51,Resolvido,Sim,8,positivo
-9186905936285658648,Porto Seguro,Porto Seguro / Autoglass - ATENDIMENTO PÉSSIMO,São Paulo - SP,2022-05-20,2022-06-22,33,Resolvido,Sim,8,positivo
1952794148960756694,Zurich Brasil Seguros,Péssimo atendimento assistência 24 horas,Formosa - GO,2022-05-22,2022-05-27,5,Resolvido,Sim,8,positivo
2895850354234216041,Bradesco Seguros,RESGATE PREVIDENCIA PRIVADA - MENOR IDADE,Paulínia - SP,2022-06-20,2022-06-23,3,Resolvido,Não,8,positivo
1470756773960029002,Porto Seguro,"Descaso, falta de comprometimento, indignação",Rio de Janeiro - RJ,2022-04-27,2022-05-07,10,Resolvido,Sim,8,positivo
6535596146882715038,Porto Seguro,Recebi uma carta de apólice do Porto Seguro,Belo Horizonte - MG,2022-05-23,2022-05-26,3,Resolvido,Não,8,positivo
961883543009954413,Tokio Marine Seguradora,VALOR DO LUCRO CESSANTE RIDICULO!!,Porto Alegre - RS,2022-04-26,2022-06-10,45,Resolvido,Não,8,positivo
-5064583952775092137,AIG Seguros Brasil,Atraso Seguro Proteção de Compras Visa,Rio de Janeiro - RJ,2022-04-03,2022-05-12,39,Resolvido,Sim,8,positivo
-2326254490517686591,Azul Seguros,Demora na Troca do Vidro (Para-brisa Traseiro),Ferraz de Vasconcelos - SP,2022-05-02,2022-05-25,23,Resolvido,Sim,8,positivo
-524043978730776148,Bradesco Seguros,MAIS UMA VEZ O PLANO SE RECUSA REEMBOLSO,São José dos Campos - SP,2022-04-25,2022-05-26,31,Resolvido,Sim,8,positivo
-5886417034060901665,Bradesco Seguros,Problema para sacar Previdência Bradesco,Macaé - RJ,2022-04-28,2022-06-03,36,Resolvido,Sim,8,positivo
3466091384388565721,Porto Seguro,Cobrança indevida de pontos e seguidos erros,Manaus - AM,2022-05-25,2022-06-02,8,Resolvido,Sim,8,positivo
-675505901335265035,Porto Seguro,Porto Seguro Carro Fácil nem tão fácil assim,Indaiatuba - SP,2022-05-24,2022-06-27,34,Resolvido,Sim,8,positivo
-5187469854151504130,Bradesco Seguros,boleto não enviado nem disponível no site,Rio de Janeiro - RJ,2022-05-10,2022-07-06,57,Resolvido,Sim,8,positivo
-1703498619981653847,Bradesco Seguros,Não recebi minha apólice de seguro viagem,Campo Mourão - PR,2022-05-27,2022-07-06,40,Resolvido,Sim,8,positivo
8448325201909481284,Bradesco Seguros,Reembolso não confere com custo cirúrgico.,Rio de Janeiro - RJ,2022-05-06,2022-05-14,8,Resolvido,Sim,8,positivo
-3038073899393850877,Bradesco Seguros,Reembolso negado mais uma vez sem motivos,São Paulo - SP,2022-04-22,2022-04-28,6,Resolvido,Sim,8,positivo
3981750669930624733,Porto Seguro,Motorista da vez da Porto Seguro não funciona,Salvador - BA,2022-05-08,2022-06-01,24,Resolvido,Sim,8,positivo
8262208568326958034,Porto Seguro,Novamente não consigo agendar suporte técnico,Vila Velha - ES,2022-03-31,2022-05-09,39,Resolvido,Sim,8,positivo
-4835197380629503839,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",PÉSSIMO PRESTADOR DE CONSERTO DE GELADEIRA,Rio de Janeiro - RJ,2022-04-27,2022-05-06,9,Resolvido,Sim,8,positivo
1212067495561245694,Zurich Brasil Seguros,Meu aspirador assegurado não foi ressarcido,Curitiba - PR,2022-06-24,2022-07-02,8,Resolvido,Sim,8,positivo
-2750524663413466092,AIG Seguros Brasil,Não depositaram Seguro Proteção de Preco,Belo Horizonte - MG,2022-04-27,2022-06-10,44,Resolvido,Sim,8,positivo
648037776033721190,Bradesco Seguros,Reembolso Parcial INSTRUMENTADOR CIRÚRGICO,São João de Meriti - RJ,2022-06-03,2022-06-09,6,Resolvido,Sim,8,positivo
-154451508921441700,HDI Seguros,Cobrança indevida por notificação extrajudicial,Quixadá - CE,2022-04-19,2022-05-06,17,Resolvido,Não,8,positivo
-4893225909784743742,Bradesco Seguros,SOS PORTAL Dra Nicole Alves Gricheno Sigolo,Taubaté - SP,2022-05-29,2022-06-22,24,Resolvido,Sim,8,positivo
-5062535988072272793,Porto Seguro,Oficina credenciada Agostini / Mecânico desonesto !,São Paulo - SP,2022-06-01,2022-06-14,13,Resolvido,Não,8,positivo
8010877853722773350,Bradesco Seguros,Reembolso PARTO - Protocolo 2022.0003043992.00,Porto Alegre - RS,2022-06-09,2022-06-15,6,Resolvido,Sim,8,positivo
-4065599926472268258,Bradesco Seguros,Toda vez tenho Reembolsos negados sem motivo,São Paulo - SP,2022-04-28,2022-06-24,57,Resolvido,Sim,8,positivo
-4119350575013143813,HDI Seguros,Na hora que mais precisei o serviço não foi feito,Itamogi - MG,2022-04-29,2022-05-14,15,Resolvido,Sim,8,positivo
-5016838432553904130,Porto Seguro,Porto Seguro Carro Fácil: O PIOR serviço do mundo!,São Paulo - SP,2022-04-29,2022-05-17,18,Resolvido,Sim,8,positivo
3511729868620693263,Bradesco Seguros,Abertura de Sinistro- Analises de Documentação,Carapicuíba - SP,2022-05-16,2022-06-24,39,Resolvido,Não,8,positivo
-614514048734198347,Bradesco Seguros,Reembolso anestesia protocolo 2022.0002391794,Rio de Janeiro - RJ,2022-05-11,2022-05-19,8,Resolvido,Sim,8,positivo
904764936695321335,Tokio Marine Seguradora,Demora pra autorizar reparo no veículo,Porto Alegre - RS,2022-04-19,2022-06-15,57,Resolvido,Sim,8,positivo
3000967468766547816,AIG Seguros Brasil,Demora para pagamento de Proteção Preço Visa,Santa Cruz do Sul - RS,2022-03-28,2022-04-28,31,Resolvido,Sim,8,positivo
6661317447356242134,Azul Seguros,RECUSA DE SINISTRO SEM AVALIAÇÃO CORRETA DOS DANOS,São Bernardo do Campo - SP,2022-04-06,2022-05-10,34,Resolvido,Sim,8,positivo
9165672587397998472,Bradesco Seguros,Aguardando liberação de material para cirurgia,Itapetinga - BA,2022-04-30,2022-05-07,7,Resolvido,Sim,8,positivo
-6185991317868590503,Bradesco Seguros,Reembolso Anestesia não foi paga integralmente,São Gonçalo - RJ,2022-04-25,2022-05-01,6,Resolvido,Sim,8,positivo
-4422038323395036660,Zurich Brasil Seguros,Incluiram um seguro no financiamento sem eu pedir!!,Ibiúna - SP,2022-05-12,2022-06-17,36,Resolvido,Não,8,positivo
-5078454744067221514,Bradesco Seguros,Reembolso anestesia protocolo-2022.0003260705.01,Rio de Janeiro - RJ,2022-06-20,2022-06-27,7,Resolvido,Sim,8,positivo
1850517866528205273,MAPFRE Seguros,SEGURADOARA ENROLA PARA FAZER A PERICIA DO VEICULO,Contagem - MG,2022-04-26,2022-05-10,14,Resolvido,Sim,8,positivo
7915501882370985447,Zurich Brasil Seguros,DESCASO ELETROLUX - EFETUAR TROCA DO PRODUTO URGENTE,São Paulo - SP,2022-04-25,2022-05-31,36,Resolvido,Sim,8,positivo
2117435988369835346,Bradesco Seguros,Boleto não entregue em tempo hábil para pagamento,Rio de Janeiro - RJ,2022-05-30,2022-06-24,25,Resolvido,Sim,8,positivo
5224984011731974184,Bradesco Seguros,Isso é uma coisa séria. Somos seres humanos e bixo,Cardoso Moreira - RJ,2022-05-18,2022-05-23,5,Resolvido,Sim,8,positivo
-6553808889809273414,Porto Seguro,PESSIMO ATENDIMENTO. Lançaram 4 atendimentos indevidos.,São Paulo - SP,2022-06-13,2022-06-22,9,Resolvido,Sim,8,positivo
8240392130264028383,Bradesco Seguros,Dificuldade de resgate Economia premiável Bradesco,São Paulo - SP,2022-05-17,2022-06-06,20,Resolvido,Sim,8,positivo
5368328198376646104,Bradesco Seguros,"Não contratem Título de capitalização, é uma furada",Mauá - SP,2022-06-08,2022-07-13,35,Resolvido,Sim,8,positivo
854079823599463569,Tokio Marine Seguradora,Prestador de serviços nao resolveu problema,Santos - SP,2022-05-10,2022-05-23,13,Resolvido,Sim,8,positivo
-3628063633263565945,Azul Seguros,Azul trava renovação por retorno do cartão Porto Seguro,Goiânia - GO,2022-05-05,2022-05-09,4,Resolvido,Sim,8,positivo
4352345579959550088,Bradesco Seguros,Bradesco Previdencia não devolve montante acumulado,São Paulo - SP,2022-05-30,2022-06-10,11,Resolvido,Sim,8,positivo
1499765400655875815,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Empresa recebeu pagamento errado e não quer devolver,Paulista - PE,2022-05-07,2022-05-14,7,Resolvido,Sim,8,positivo
1504214860115551498,Azul Seguros,Azul seguros - demora no fornecimento de peças para reparo,Diadema - SP,2022-05-09,2022-05-19,10,Resolvido,Sim,8,positivo
-9129419568418075754,Azul Seguros,"Paguei pelas mensalidades, porém, meu seguro foi cancelado",Hortolândia - SP,2022-04-10,2022-04-13,3,Resolvido,Sim,8,positivo
-1570130473634935994,Azul Seguros,"PRECISO CANCELAR IMEDIATAMENTE, PRA NÃO DEBITAR A PARCELA",Petrópolis - RJ,2022-06-07,2022-06-10,3,Resolvido,Não,8,positivo
-8495345722152368384,Bradesco Seguros,REEMBOLSO BRADESCO SAUDE MUITO ABAIXO DO APRESENTADO,Goiânia - GO,2022-06-20,2022-06-23,3,Resolvido,Sim,8,positivo
-3113943577264378976,HDI Seguros,A empresa não me socorreu e não me deu nenhuma satisfação,Nazaré Paulista - SP,2022-06-21,2022-06-28,7,Resolvido,Sim,8,positivo
